"id";"MotionOutcomeAndDescription";"PageURL";"MotionVoteOutcome";"VideoTimeSlot";"MeetingIDValue";"ItemID"
"412";"Passed    Motion To: RECOMMANDATIONS DU COMITÉ

Que le Conseil :

1.	Approuve la demande de subvention pour la remise en valeur de friches industrielles présentée par Sonia by the River Inc., propriétaire du bien-fonds situé au 350, rue Montgomery, une subvention ne devant pas excéder 422 702,00 $ et versée sous la forme d’une réduction de l’impôt foncier ou d’une remise équivalente accordée à Sonia by the River Inc., pour une période maximale de dix ans, sous réserve de la conclusion d’une entente de subvention pour la remise en valeur de friches industrielles, et conformément à ses modalités;

2. Délègue au personnel le pouvoir d’exécuter l’entente de subvention pour la remise en valeur de friches industrielles conclue avec Sonia by the River Inc. et qui établit les modalités relatives au versement de la subvention permettant le réaménagement du 350, rue Montgomery, à la satisfaction de la directrice municipale adjointe, Urbanisme et Infrastructure, du greffier municipal et chef du contentieux, et du trésorier municipal;
3. Prend les dispositions nécessaires pour dispenser le réaménagement proposé du 350, rue Montgomery du versement de toute redevance d’aménagement municipale future jusqu’à concurrence de 358 986,00 $, conformément à la section 7(t) du Règlement 219-2009 sur les redevances d’aménagement, en vertu de la directive en matière de réduction des redevances d'aménagement à cause de la contamination de l'emplacement, approuvée par le Conseil le 28 mars 2007, et faire en sorte que cette dispense soit incluse dans la demande de subvention de 422 702,00 $, tel que précisé à la recommandation 1.
COMMITTEE RECOMMENDATIONS

That Council:

1.	Approve the Brownfields Rehabilitation Grant and Development Charge Reduction Program Application submitted by Sonia by the River Inc., owners of the property at 350 Montgomery Street, for a Brownfields Grant not to exceed $422,702.00, to Sonia by the River Inc., over a maximum of 10 years, subject to the establishment of, and in accordance with the terms and conditions of a Brownfields Property Rehabilitation Grant Agreement;

2. Delegate the authority to staff to execute a Brownfields Rehabilitation Grant Agreement with Sonia by the River Inc., establishing the terms and conditions governing the payment of a Brownfields Rehabilitation Grant for the redevelopment of 350 Montgomery Street, to the satisfaction of the Deputy City Manager, Planning and Infrastructure, the City Clerk and Solicitor and the City Treasurer;
3. Resolve to exempt the proposed redevelopment at 350 Montgomery Street from paying future Municipal development charges up to a maximum of $356,986.00, under Section 7(t) of the Development Charges By-law 2009-216, under the Guideline for the Development Charge Reduction Program due to Site Contamination, approved by Council March 28, 2007 and is included in the $422,702.00 grant request as outlined in Recommendation 1.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127783";"Passed";"1551";"2479";"127783"
"413";"Passed    Motion To: That the item be amended as per the previous motion(s).";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127783";"Passed";"1551";"2479";"127783"
"414";"Passed    Motion To: Whereas the Province has dictated that vacant commercial properties may apply for and receive a tax rebate if the property is vacant; and
 
Whereas this subsidy is directly from municipal revenues; and
 
Whereas some properties are allowed to become derelict or create property standards issues;
 
Therefore be it resolved that Council, to encourage activity with respect to these  properties, petition the Province to limit access to this rebate to a three (3) year period for properties meeting the following criteria:

•	more than 50% of the building is vacant;

•	the property is not in an area with higher than average vacancy;

•	the property is not a single purpose/use property; and

•	the Chief Property Standards Officer has determined that the property is derelict and does not meet generally accepted property standards.
";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127779";"Passed";"1880";"2479";"127779"
"415";"Passed    Motion To: That the item be amended as per the previous motion(s).";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127779";"Passed";"1880";"2479";"127779"
"416";"Failed    Motion To: WHEREAS on December 6, 2006, City Council approved ""that there be no opting-out provisions regarding salary arrangements for members of Council""; and 
WHEREAS some Members of Council have indicated that they wish to opt out of receiving cost-of-living increases; 
THEREFORE BE IT RESOLVED that Members of Council be able to opt out of salary arrangements by indicating their preference in writing with the City Clerk and Solicitor. 
 ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126944";"Failed";"2028";"2479";"126944"
"417";"Passed    Motion To: That the Mayor's salary be frozen at the current level.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126944";"Passed";"2028";"2479";"126944"
"418";"Passed    Motion To: 
18)        The amendments to the Delegation of Authority By-law as outlined in this report.
 ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126944";"Passed";"2028";"2479";"126944"
"419";"Passed    Motion To: 
28)        That a temporary FTE be provided to support the role of the Deputy Mayors, to be funded from the Council Administrative Services budget, as described in this report.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126944";"Passed";"2028";"2479";"126944"
"420";"Passed    Motion To: 
29)        That the current policies for Council remuneration be amended as described in this report and as follows: 
 
a)    That an annual cost-of-living increase for Members of Council be established at the same rate as for Management and Professional Exempt staff;
";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126944";"Passed";"2028";"2479";"126944"
"421";"Passed    Motion To: 
29)        That the current policies for Council remuneration be amended as described in this report and as follows: 
b)   That Members over the age of 65 receive benefits as described in this report; and
c)    That eligibility for the Transition Assistance Allowance include Members who retire. 
 
 ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126944";"Passed";"2028";"2479";"126944"
"422";"Passed    Motion To: That the item be CARRIED as amended as per the previous motions.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126944";"Passed";"2028";"2479";"126944"
"423";"Passed    Motion To: That Council approve that: 1. The budget for the expenditure of cash-in-lieu of parkland funds from Ward Accounts, where the project costs are $100,000 or more, include an amount of 10 per cent for capital planning. 2. The 10 per cent capital planning amount for projects in stream prior to the adoption of the 2013 budget on November 28, 2012, be funded from the City-wide cash-in-lieu of parkland account. ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127938";"Passed";"3456";"2479";"127938"
"424";"Failed    Motion To: Be it resolved that the recommendation be amended to change the funding source to City wide contingency.
";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127938";"Failed";"3456";"2479";"127938"
"425";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127113";"Passed";"1857";"2479";"127113"
"426";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127774";"Passed";"1866";"2479";"127774"
"427";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127776";"Passed";"1866";"2479";"127776"
"428";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127780";"Passed";"1867";"2479";"127780"
"429";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126602";"Passed";"1866";"2479";"126602"
"430";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127781";"Passed";"1867";"2479";"127781"
"431";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127782";"Passed";"1866";"2479";"127782"
"432";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127784";"Passed";"1866";"2479";"127784"
"433";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127282";"Passed";"1866";"2479";"127282"
"434";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126618";"Passed";"1866";"2479";"126618"
"435";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127785";"Passed";"1866";"2479";"127785"
"436";"Passed    Motion To: ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127548";"Passed";"1866";"2479";"127548"
"437";"Passed    Motion To: That the report from the Selection Panel, Accessibility Advisor Committee, entitled “Appointment - Accessibility Advisory Committee”; the report from the Selection Panel, Arts, Culture, Heritage and Recreation Advisory Committee, entitled “Appointments -  Arts, Culture, Heritage and Recreation Advisory Committee”; the report from the Selection Panel, Built Heritage Sub-Committee, entitled “Appointments – Built Heritage Sub Committee”; the report from the Selection Panel, Community Services Advisory Committee, entitled “Appointments – Community Services Advisory Committee”; the report from the Selection Panel, Environmental Stewardship Advisory Committee, entitled “Appointments – Environmental Stewardship Advisory Committee”; the report from the Selection Panel, French Language Services Advisory Committee, entitled “Appointments – French Language Services Advisory Committee”; Agriculture and Rural Affairs Committee Report 28; Finance and Economic Development Committee Reports 28A and 29; Planning Committee Report 44; and Transportation Committee Report 43, be received and adopted as amended.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127746";"Passed";"6165";"2479";"127746"
"438";"Passed    Motion To:  
That the by-laws listed on the Agenda under Motion to Introduce By-laws, Three Readings be read and passed.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127747";"Passed";"6509";"2479";"127747"
"439";"Passed    Motion To:  
That the following by-law be read and passed: 
To confirm the proceedings of the Council meeting of 13 February 2013.
 ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127749";"Passed";"6529";"2479";"127749"
